Epoch,MCRMSE
1,0.6693854331970215
2,0.5496093034744263
3,0.5698364973068237
4,0.5710885524749756
5,0.5697187781333923
6,0.5073548555374146
7,0.5831553339958191
8,0.5432881712913513
9,0.6396342515945435
10,0.5810170769691467
11,0.519394040107727
12,0.5700177550315857
13,0.5646975040435791
14,0.5811727643013
15,0.5786270499229431
16,0.5476064682006836
17,0.5819659233093262
18,0.5473785996437073
19,0.5808155536651611
20,0.5865204334259033
21,0.5844639539718628
22,0.5919473171234131
23,0.5675219297409058
24,0.5797032713890076
25,0.5856599807739258
26,0.5607990026473999
27,0.557881772518158
28,0.6051561832427979
29,0.5959566235542297
30,0.5834542512893677
